id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1193228,2024-01-08,000001,Vente,18000,14,,RUE ALFRED DE VIGNY,0179,75008,75108,Paris 8e Arrondissement,75,,,75108000CO0019,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.305443,48.879285
2024-1193234,2024-01-02,000001,Vente,4500000,8,,AV MONTAIGNE,6450,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0045,,,233,,681,145.22,,,,,,,2,2,Appartement,162,3,,,,,,2.304497,48.865627
2024-1193234,2024-01-02,000001,Vente,4500000,8,,AV MONTAIGNE,6450,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0045,,,164,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304497,48.865627
2024-1193234,2024-01-02,000001,Vente,4500000,8,,AV MONTAIGNE,6450,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0045,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304497,48.865627
2024-1193234,2024-01-02,000001,Vente,4500000,8,,AV MONTAIGNE,6450,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0045,,,476,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304497,48.865627
2024-1193234,2024-01-02,000001,Vente,4500000,8,,AV MONTAIGNE,6450,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0045,,,233,,681,145.22,,,,,,,2,3,Dépendance,,0,,,,,,2.304497,48.865627
2024-1193245,2024-01-08,000001,Vente,1698700,65,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0018,,,55,,62,,63,127.74,,,,,3,3,Dépendance,,0,,,,,,2.318417,48.879011
2024-1193245,2024-01-08,000001,Vente,1698700,65,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0018,,,55,,62,,63,127.74,,,,,3,3,Dépendance,,0,,,,,,2.318417,48.879011
2024-1193245,2024-01-08,000001,Vente,1698700,65,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0018,,,24,127.74,49,,64,,,,,,3,3,Dépendance,,0,,,,,,2.318417,48.879011
2024-1193245,2024-01-08,000001,Vente,1698700,65,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0018,,,24,127.74,49,,64,,,,,,3,2,Appartement,63,2,,,,,,2.318417,48.879011
2024-1193245,2024-01-08,000001,Vente,1698700,65,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BX0018,,,55,,62,,63,127.74,,,,,3,2,Appartement,72,3,,,,,,2.318417,48.879011
2024-1193262,2024-01-08,000001,Vente,59000,7,,RUE DE BERNE,0900,75008,75108,Paris 8e Arrondissement,75,,,75108000BZ0014,,,21,7.3,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2024-1193323,2024-01-09,000001,Vente,340000,62,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CH0021,,,17,,18,37.75,,,,,,,2,2,Appartement,45,2,,,,,,2.313024,48.878442
2024-1193337,2024-01-10,000001,Vente,527000,39,,RUE DE L ARCADE,0411,75008,75108,Paris 8e Arrondissement,75,,,75108000BU0070,,,5,41.03,,,,,,,,,1,2,Appartement,41,1,,,,,,2.324222,48.873531
2024-1193342,2024-01-12,000001,Vente,590000,76,,AV DES CHAMPS ELYSEES,1733,75008,75108,Paris 8e Arrondissement,75,,,75108000BG0009,,,228,38.91,,,,,,,,,1,2,Appartement,39,1,,,,,,2.304678,48.871669
2024-1193366,2024-01-08,000001,Vente,1557000,33,,BD DE COURCELLES,2386,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0001,,,105,,142,,7,113.14,,,,,3,2,Appartement,115,3,,,,,,2.312113,48.8804
2024-1193366,2024-01-08,000001,Vente,1557000,33,,BD DE COURCELLES,2386,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0001,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.312113,48.8804
2024-1193366,2024-01-08,000001,Vente,1557000,33,,BD DE COURCELLES,2386,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0001,,,105,,142,,7,113.14,,,,,3,3,Dépendance,,0,,,,,,2.312113,48.8804
2024-1193376,2024-01-12,000001,Vente,140000,9,,RUE D ARTOIS,0487,75008,75108,Paris 8e Arrondissement,75,,,75108000BG0042,,,151,,,,,,,,,,1,2,Appartement,17,1,,,,,,2.308108,48.872381
